number,title,pageid,namespace,length,touched,last_revision,langs_count,category,wiki_lang
1,Pusher_trailer,2211437,,1901,20230402160809
2,Varanasi_Multi-Modal_Terminal,55456841,,2589,20210120223331
3,Aerial_roof_markings,30429305,,18242,20230426113015
5,DEPTHX,9229683,,11805,20220906115758
6,Battenburg_markings,13389455,,45693,20230729215204
8,Fuel_tank,1071636,,14963,20230404233211
9,Italdesign_GTZERO,52821559,,2668,20210207114757
10,Wikispeed,36833798,,4199,20230530204229
12,Texting_while_driving,23750915,,97018,20230618073922
13,ATHLETE,16771282,,5527,20230523000722
14,Tire_recycling,9890868,,29335,20230721181319
15,Red_River_Bridge_War,1842281,,6654,20230321054756
16,Automotive_Industry_Standards,40230534,,10359,20221121084100
17,Blasting_mat,47894032,,12140,20211209104745
18,Rice_burner,463443,,20743,20230202232720
19,Obesity_and_walking,34004869,,18184,20230701084004
20,Windshield_obstruction_laws,27746756,,5980,20230614092818
21,Ohio_River_Bridges_Project,4909026,,20442,20220621174819
22,Aeronautics,2082,,23097,20230721091723
23,Honda_CB400,1632376,,2729,20220923160742
24,Vehicle-to-everything,49967329,,34899,20230719115658
26,Assured_clear_distance_ahead,40172612,,228141,20230709180843
27,Cariole,2745850,,1122,20220709123745
28,Lead_sled,4977189,,8091,20230428062453
29,Lazydays_(RV_dealer),3867760,,5931,20230216212319
30,Vehicle_fire_suppression_system,36711208,,2471,20230404152649
31,Operating_weight,22875022,,429,20230310035814
32,Coastal_path,36073223,,1682,20230403122720
35,Small_Commercial_Vehicle,31351677,,1787,20230701080946
36,SNV_(typeface),35286722,,1447,20230520090216
37,Resolution_101,69090442,,4808,20230516235154
38,John_Deere_5220,17867821,,1395,20230322154948
39,Driving,80750,,22622,20230730092506
42,California_Vehicle_Code,9655630,,2852,20230223022530
46,Riversimple,23208845,,9314,20230113083243
47,Tap_tap,10422011,,3243,20230611173043
48,South-pointing_chariot,1437746,,38421,20230712014706
50,Historic_Vehicle_Association,56806350,,7123,20230703232312
52,Pneumatic_trail,20326706,,2618,20190930041303
53,First_Expedition,66051424,,1550,20221027164611
55,Rolling_chassis,38282825,,2489,20230203122229
56,Commercial_Vehicle_Inspection,35152709,,1527,20220407155432
58,Open-source_car,33513081,,5196,20230720044107
59,ECAPS,19073701,,5996,20200820175100
61,Safetyville_USA,16852730,,12025,20230619174204
62,MV_Freedom_Star,17478366,,14255,20220727182624
65,"R_v_Sussex_Justices,_ex_parte_McCarthy",4546742,,5599,20230616030046
66,Post-vacation_blues,10054866,,5003,20230726103300
67,Car_longevity,10762638,,8948,20230309183202
68,Restrictions_on_cell_phone_use_while_driving_in_the_United_States,39268164,,24403,20230714030312
69,Norwegian_Royal_Train,11976995,,1363,20230320142750
70,List_of_military_operations_on_ice,28009024,,2417,20221126234115
71,Hitchhiking,47761,,45677,20230728161113
72,Skateboarding,28027,,101605,20230725132507
73,Children's_bicycle_seat,31622385,,391,20230601082326
74,Induced_demand,394710,,39787,20230711153110
75,Hubometer,8798387,,4732,20230708173159
76,Speed_limits_in_Cyprus,69082360,,728,20211021204909
77,Kids_on_Site,70445920,,3311,20221229235047
78,Vehicle_tracking_system,25143921,,18309,20230620190748
79,OSVehicle_Tabby,41057373,,2121,20200422114416
81,Ice_rafting,17300600,,3210,20210420205745
82,European_Network_for_Accessible_Tourism,18979121,,3110,20230725002515
83,Four-in-hand_(carriage),5008706,,2901,20230320144314
84,Transportation_and_health,59691283,,13453,20230507163558
87,Autobahn,1764276,,102850,20230726182113
88,List_of_railroad_truck_parts,44352856,,9317,20230425222957
89,Allis-Chalmers_ED40,21924818,,2567,20220817213516
91,Utility_cycling,385717,,37912,20221009235827
92,Non-U.S._operators_of_the_M60_tank,59491734,,60469,20230613152335
94,Two-wheeler,8089466,,2137,20230219102831
95,Casal,7839327,,5911,20210526094654
96,Tourmobile,53868146,,7188,20221217023217
97,Russian_University_of_Transport,16408253,,6821,20230705071322
98,Car_Mechanic_Simulator_2014,52377881,,3906,20221213184600
99,ULT-160,54158006,,544,20220806151748
102,Tactical_urbanism,44187456,,12812,20230704103012
103,Big_Bud_747,21736434,,8909,20230512210953
104,FIA_Foundation_for_the_Automobile_and_Society,22663749,,2518,20230519112320
105,Vehicle_registration_plate,237221,,132208,20230729130311
107,International_Council_on_Clean_Transportation,47903929,,3816,20230601195817
108,MyLink,31572332,,12641,20230111164126
110,Motorcycle_design,10160476,,10392,20220607142227
111,Nicolas_Tractomas,73528331,,9131,20230607092043
113,Train_Valley_2,54477499,,7280,20230729000901
114,Tilting_three-wheeler,1618221,,28913,20221201104346
115,Hubs_and_nodes,2794785,,2191,20180204221300
116,Human–electric_hybrid_vehicle,15289778,,2546,20220823061525
118,Bridge_law,48840195,,1753,20190901214748
119,Active_living,3212386,,12728,20230718145518
120,CyberStrike_2,67465831,,6278,20230615223047
122,New_Urbanism,158951,,75575,20230710174100
123,List_of_Daihatsu_vehicles,63869902,,11956,20230713203713
125,Vintage_car,337691,,15989,20230422112425
126,Trams_in_popular_culture,64248264,,18061,20230406092038
127,Pipelayer_(vehicle),50642077,,320,20210409074306
128,Cape_cart,2745801,,1018,20220204221306
129,Wheelbase,892264,,9354,20230125152235
130,Conservation_and_restoration_of_rail_vehicles,554919,,30516,20230723195503
131,Finch_Restorations,3013544,,1811,20230612232141
132,List_of_vehicles_used_by_the_Garda_Síochána,27450622,,9690,20230704143129
133,Vehicular_ad_hoc_network,6206730,,26966,20230726050229
135,Hughes_v._Alexandria_Scrap_Corp.,17233609,,3796,20210413012737
136,Flexicar_(carsharing),42529963,,5423,20230723153927
137,Living_street,1173559,,59599,20230728065747
138,Institute_for_Transportation_and_Development_Policy,25312729,,16797,20230703160442
139,Multi_leaf_spring,52297611,,2107,20210417134713
140,Advanced_Propulsion_Centre,57540823,,12730,20230718105728
141,Ontario's_Drive_Clean,1853317,,21560,20230304225015
143,Sunnyclist,41897914,,1976,20220504200536
144,Surface_effect_ship,1982189,,10252,20230725083332
145,Lakester,41799215,,4069,20230315145108
146,Plasma_magnet,67381737,,5093,20230604174416
147,SR-22_(insurance),18345065,,5765,20230630134730
151,Paul_Hall_Center_for_Maritime_Training_and_Education,10115247,,5621,20220507124315
152,Kia_Connect,25766740,,12006,20230225063545
153,Studillac,9399915,,2439,20230726094732
154,Navia_(vehicle),40288798,,1518,20230321105948
155,Comparison_of_web_map_services,15767582,,24804,20230603123353
156,Steam_car,1170995,,48257,20230724044254
157,EN_50436,48516621,,20602,20221207191419
159,Tefilat_HaDerech,8754508,,6269,20230404202136
160,Automotive_shredder_residue,7582931,,4184,20220629043713
162,Hi-Riser,10616556,,7207,20230419021255
163,International_Regulations_for_Preventing_Collisions_at_Sea,568942,,33979,20230218201706
165,Cyclorotor,50078940,,30436,20230404162120
166,List_of_Bluebird_record-breaking_vehicles,18582138,,4388,20230709031415
167,Transport_and_Logistics_Centre,2869644,,2409,20210311132634
169,Rally_Fighter,32691907,,5384,20230702185855
170,Continuous_track,125371,,51617,20230428074049
171,Traffic_noise,32930298,,254,20170226134020
173,Variable_gauge,4721358,,47432,20230513020828
175,Internal_border_control,70574438,,64064,20230124204711
176,WheelTug,31335398,,8816,20230316023739
177,International_Cycling_History_Conference,36218737,,5619,20230713084837
178,Aero-propulsion_Systems_Test_Facility,42092473,,3046,20191003212511
