number,title,pageid,namespace,length,touched,last_revision,langs_count,category,wiki_lang
1,European_Ecological_Federation,2213159,,1755,20200503031601
2,Community_respiration,51388505,,6977,20230608214144
3,Occupancy_frequency_distribution,27064677,,16628,20230131110314
4,Biodiversity_loss,52968860,,146908,20230725110228
5,Outwelling,25436194,,3699,20220608164559
6,No_Fem_el_CIM,10497047,,2677,20210422221042
7,Plant_cover,29302590,,4266,20220820125419
8,Northern_coastal_scrub,3194389,,1623,20220528005023
9,Ecological_light_pollution,32802935,,34755,20230217235455
10,Agroecosystem,216861,,8214,20230303000905
11,Plagioclimax_community,34535570,,3409,20220223120119
12,Q10_(temperature_coefficient),4218742,,6422,20211013200213
13,Necromeny,70722235,,3890,20230321202351
14,Cultural_materialism_(anthropology),13963489,,8571,20230311171702
15,Scavenger,482629,,26784,20230427045755
16,Water_cycle,200167,,37188,20230715220129
17,Ecological_speciation,41161859,,74272,20230316010821
18,Roland_Geyer,63824179,,2065,20230607101014
19,Alcanivorax_borkumensis,28260078,,14046,20230122180524
20,Gnotobiosis,2458018,,14984,20220929120539
21,Diaspore_(botany),20962425,,3169,20230228011914
22,Abiotic_stress,2250,,30833,20230103004715
23,Fluorine_cycle,66446555,,7717,20230122144142
24,Nature-based_solutions,52634071,,63370,20230721132024
25,Protection_Forest_Adjacent_to_the_Nuevo_Imperial_Canal_Intake,6117752,,1118,20200323231622
26,Heirloom_tomato,2456432,,8208,20230311195828
27,Speciation,29000,,78088,20230401105731
28,Rocky_shore,5347418,,6025,20221109203717
30,Wildlife_crossing,1232411,,50088,20230714103509
31,Ammoniacal_nitrogen,24189974,,5269,20220906143336
32,Survivorship_curve,16612525,,3259,20230502015242
33,Ecoinformatics,580067,,4046,20230416112037
34,Hemiepiphyte,8767432,,2932,20230717060911
35,Freshwater_ecosystem,762047,,16022,20230609100500
36,Revive_&_Restore,68253197,,21797,20230527221637
37,Food_self-provisioning,72122106,,1346,20221029134131
38,Δ18O,5298371,,10400,20221030213236
39,Daylighting_(streams),5453466,,67295,20230609012434
40,Paul_Yeboah,51874874,,10513,20230510205621
41,Hydraulic_redistribution,19950193,,14803,20221227074354
42,David_M._Gates,49750005,,1690,20201026161702
43,Green_Gicumbi,70362057,,6520,20230202134822
44,Ecospirituality,4457559,,35148,20230520074803
45,The_Sixth_Extinction:_An_Unnatural_History,41938747,,33588,20230203142214
46,Biological_pollution,30139689,,7109,20230128040755
47,Postglacial_vegetation,38051839,,13285,20220127220803
48,Dam_removal,19277635,,29250,20230528204841
49,Tropical_vegetation,38797174,,9054,20230725165020
50,World_Agroforestry_Centre,5976190,,3469,20230208094700
51,Ecotropism,5909388,,1650,20230215000645
52,Voluntary_Human_Extinction_Movement,1966095,,27149,20230729232522
53,Centre_for_Marine_Living_Resources_&_Ecology,36344470,,8491,20210421195137
54,Biodiversity_hotspot,567131,,18561,20230719054455
55,Ecological_threshold,15944225,,5026,20221107180017
56,Thorn_forest,29001609,,2886,20230501203230
57,Ecological_systems_of_Montana,32081139,,20160,20230214042054
58,Trophic_mutualism,22648747,,5551,20230404132924
59,Source–sink_dynamics,10606078,,29675,20230527041130
60,JUICE_(software),4827920,,1860,20181207011416
61,Ecosystem_service,1855357,,90273,20230730001631
62,Christen_C._Raunkiær,2205075,,20076,20230505153111
63,Endemic_Bird_Areas_of_the_World,3885086,,3708,20230324164521
64,Oliver_Gilbert_(lichenologist),72640914,,10136,20230629001810
65,Janzen–Connell_hypothesis,28267409,,20058,20230702083055
66,American_Bison_Society,13798519,,5636,20230704071642
67,Biological_recording,45525757,,4284,20230411080644
68,Heteroxeny,63820411,,2890,20201027003957
69,Forest_management,7484714,,13359,20230731130447
70,Psammosere,302666,,2321,20230401220316
71,Biodiversity_hypothesis_of_health,56721315,,20426,20230709215715
72,Psammophyte,70730914,,14060,20230129190108
73,Microsite_(ecology),10896999,,5594,20200610064149
74,List_of_tree_species_by_shade_tolerance,3402101,,11761,20230728185253
75,Agroecology_and_Sustainable_Food_Systems,65956019,,1929,20230720203308
76,Overshoot_(population),22376383,,35339,20230801131111
77,Estación_de_Fotobiología_Playa_Unión,13113155,,799,20200502011458
78,Styela_angularis,39412184,,1802,20210327093538
79,Lenore_Fahrig,67663189,,23191,20230714055059
80,Protocooperation,1183598,,4420,20230411064826
81,MigrantWatch,29820707,,2390,20221116131738
82,Massachusetts_Division_of_Ecological_Restoration,43667479,,2973,20220615152659
83,Taurus_Project,41199610,,10026,20230730220747
84,Virucide,16963757,,58537,20230711205411
85,Phytoextraction_process,33506152,,9370,20230703012453
86,Flood_pulse_concept,31380083,,8356,20221124044144
87,Nature_Ecology_and_Evolution,55048075,,2220,20230502002927
88,Seed_dispersal,1677930,,41934,20230620194609
89,Ecocomposition,1198465,,7772,20230622184744
90,Stichting_Taurus,35025496,,3720,20221212113655
91,Backyard_Wildlife_Habitat,4711370,,8317,20230712072643
92,Experimental_ecology,72081221,,659,20230607104726
93,Antiviral_drug,49197,,55309,20230730210642
94,Pesticide,48340,,107506,20230720190552
95,Isle_of_the_Dead_(Tasmania),47906710,,69820,20230410141809
96,Garbhanga_Wildlife_Sanctuary,71307448,,12582,20221018164243
97,Bamberger_Ranch_Preserve,71024619,,3565,20230729143636
98,Peripatric_speciation,647359,,51906,20230313074536
99,Sky_island,499822,,15418,20230610150848
100,Brighton_and_Lewes_Downs_Biosphere_Reserve,50738337,,7054,20221202073344
101,Bambi_effect,571478,,8930,20230712212009
102,Sterilization_(microbiology),414144,,57276,20230801030511
103,Primary_succession,1687359,,13908,20230613222405
104,Emerald_network,3358517,,2248,20230516120454
105,Cook_Islands_Natural_Heritage_Trust,41787518,,2799,20220406212526
106,Autogenic_succession,4624852,,4068,20230607103419
107,EICA_hypothesis,16682228,,8431,20230226083605
108,National_Biodiversity_Centre_(Singapore),27312678,,25106,20220722221520
109,Symphiles,52505826,,11536,20230721161615
110,Evolutionary_anachronism,35350800,,125135,20230716200512
111,Edge_effects,69440,,17050,20230731180334
112,Body_size_and_species_richness,22403915,,18792,20221214111845
113,Obligate_parasite,3400261,,16425,20230629112530
114,Latent_extinction_risk,11408570,,5025,20220606211233
115,Lake_County_Forest_Preserves,41553114,,7149,20230110220547
116,Yungas,2382802,,14664,20230125183845
117,Turner_Controversy,8912941,,4616,20230721092148
118,Applied_ecology,1254336,,10646,20230205071312
119,BIOPAT_–_Patrons_for_Biodiversity,32286382,,3524,20220607160054
120,Important_ecological_areas,10485844,,1292,20180517193124
121,Evergreen_forest,2334488,,3304,20230525091501
122,Canada_lynx,275896,,71221,20230504094044
123,Managed_retreat,2050671,,17911,20230429115951
124,International_Phytogeographic_Excursion,13922392,,11606,20210922065647
125,Plot_sampling,42342075,,1126,20170307110400
126,Local_food,233373,,27990,20230617193927
127,Rangeland_health,72745888,,898,20230607101024
128,Relative_abundance_distribution,20830595,,1210,20230220054313
129,Global_Lake_Ecological_Observatory_Network,11951332,,8628,20230624135422
130,Socionature,53394201,,4567,20230729231828
131,Lake_Pohjalampi,9673008,,3061,20220105082703
132,Green_manure,409255,,15632,20230517022002
133,Global_Invasive_Species_Information_Network,17856588,,2508,20221213144351
134,Red_Data_Book_of_Ukraine,25142797,,2714,20210412194805
135,Marsh_organ,67568559,,12439,20230616140140
136,Robert_L.B._Tobin_Land_Bridge,66094811,,9728,20211123004625
137,Taxonomic_impediment,36875918,,4512,20210610011449
138,Epibiont,14858764,,3699,20230729163019
139,Communalness,2507173,,1095,20220915143834
140,Hydrocarbonoclastic_bacteria,69363429,,35929,20230420161853
141,Ecoregion,45383,,23042,20230625050034
142,EconSimp,711765,,1214,20230606012231
143,Aerobic_granular_reactor,6521943,,12503,20230308162415
144,Beacon_Institute_for_Rivers_&_Estuaries,4655983,,2170,20230415155022
145,Eusociality,20756869,,67782,20230725235504
146,Fukushima_disaster_cleanup,32822562,,81446,20230623152132
147,Methods_in_Ecology_and_Evolution,31062930,,2833,20230711140911
148,Tadashi_Fukami,66134978,,9597,20211203040510
149,Patterns_of_self-organization_in_ants,17303474,,4985,20221201050538
150,Subarctic_climate,50049,,24669,20230702211831
151,Ruderal_species,3971204,,3947,20230731174939
152,Wool_alien,2114535,,1363,20211130002946
153,Gerhard_Gries,61786039,,3474,20230423074727
154,Vladimir_Pešić,37533967,,3642,20230129004951
155,Communal_roosting,13399188,,26281,20230629042615
156,Antiparasitic,7143953,,9972,20230330115809
157,Oligodynamic_effect,2095134,,17669,20221215025028
158,Megafauna,162780,,108271,20230731195036
159,Particle_(ecology),1109435,,3684,20200507121838
160,Mesophile,300420,,11834,20230419070634
161,Floodplain_restoration,17375183,,3795,20220207054447
162,Fungicide,515758,,14217,20230728234832
163,Biocentrism_(ethics),24142855,,29318,20230724090351
164,Sociobiology,27919,,30736,20230523092500
165,Geoxyle,45372257,,3160,20221231004907
166,Urban_evolution,65340929,,31025,20230519095408
167,Box_corer,16884114,,5930,20221112123310
168,Reichsnaturschutzgesetz,62101637,,212,20200731054951
169,Vegetation_and_slope_stability,17191332,,16479,20230327152139
170,Isotopic_signature,2843876,,41937,20230709163457
171,Aquiherbosa,37575487,,983,20220814193814
172,Carrion,213008,,5287,20230103124541
173,Biogeochemical_cycle,398638,,54448,20230725110258
174,Pollinator_exclusion_experiment,24075281,,1094,20171108081815
175,Total_human_ecosystem,10991523,,4661,20230527133033
176,Lagg_(landform),52745530,,1869,20200222054157
177,Taxocene,16455654,,950,20180614181518
178,Redbird_Reef,30826416,,4141,20230621064141
179,List_of_ecologists,3212877,,8917,20230430140924
180,Natural_Justice:_Lawyers_for_Communities_and_the_Environment,26148895,,4762,20230731153125
181,Michael_Marder,41324071,,8974,20230623112241
182,Eden_Landing_Ecological_Reserve,32903787,,5126,20230317211834
183,Balance_of_nature,19468941,,21492,20230728111950
184,Ecological_self,11762174,,3705,20230511210338
185,Biosphere,4816,,31284,20230726001958
186,Trampling,70949495,,1355,20230607102428
187,National_Ganga_River_Basin_Authority,33072764,,5307,20230613084444
188,Biodiversity_action_plan,6718594,,24488,20230706090654
189,Spectral_variability_hypothesis,67678610,,4903,20230403141011
190,Plant_life-form,15000783,,22019,20230214192238
191,In_situ_bioremediation,52966974,,14231,20211208001211
192,April_Salome_Forest_Management_Area,58319355,,6127,20230725225635
193,Geitonogamy,2407249,,3204,20220322233426
194,Fungus_pocket,68448599,,2296,20230607104838
195,Biodiversity_of_Kosovo,54198032,,11008,20230621224122
196,Silvilization,72411605,,2581,20230204092711
197,Derek_Lee_(biologist),56773226,,4583,20230612221205
198,Optimal_virulence,3913867,,11356,20230604194152
199,Wayqecha_Biological_Station,14442849,,2854,20221125064907
200,World_Wide_Fund_for_Nature,24894563,,75628,20230730192738
201,Algae_scrubber,31215369,,18987,20220325144324
202,Anaerobic_respiration,435420,,17201,20230318100251
203,Refuge_(ecology),34949048,,17344,20220901160539
204,Flora,778246,,9433,20230716120014
205,Eddy_van_der_Maarel,66561035,,4358,20230112231050
206,Tripartite_symbiosis,71872047,,6766,20230221023840
207,Bioshelter,3229529,,2844,20230219131921
208,Eichler's_rule,36238757,,3587,20230412191658
209,Endangered_species_recovery_plan,6981653,,14689,20230722044626
210,Ecomedia,55991531,,15250,20230603193441
211,Soil_seed_bank,4695949,,18687,20230717214633
212,River_ecosystem,4189127,,85547,20230522105047
213,Foundation_species,1871862,,7965,20230712173819
214,Organization_of_Biological_Field_Stations,11419428,,7627,20230725065036
215,Homeorhesis,1256970,,1786,20230104175514
216,Frontiers_of_Biogeography,62375361,,2369,20230607103146
217,Resource,10368228,,12787,20230612140422
218,Marsh_Ecology_Award,15866384,,3245,20221029153534
219,Ecology:_From_Individuals_to_Ecosystems,17226680,,3925,20230130080854
220,Iron_cycle,1722070,,25649,20230405234600
221,Poaceae,56217,,50692,20230730003708
222,Douglas_Tallamy,65964635,,4602,20230628012053
223,Stream_restoration,14757643,,46024,20230503171643
224,Pocket_prairie,73690255,,2444,20230628212509
225,Lian_Pin_Koh,53277860,,14032,20230718214512
